Daily counts of chum below counting fence. | neutral | 0.6996630430221558
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Flood Impacts: Yes % of Spawning Habitat Surveyed: 100% Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Unusual numbers of jacks: Proportion of coho jacks = 32% and proportion of chinook jacks = 30% Helicopter survey conducted on 1997/10/20. (14) Flood: Heavy rains caused high water flows during late Sep. / early Oct. and late Oct. / early Nov. (20) On Predator Interactions: Three adult bears observed. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9199491739273071
Somass system data reviewed March & April 2006. Updated chum escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Sproat sockeye counters - continuous count from 2002-04-22 to 2002-11-09. The Sproat Lake counters are designed for counting sockeye only. The counters count everything that passes through the tunnels and there is a visual count for two hours, twice a week to calibrate the counts. During the visual counts, the absolute number of fish and species composition are recorded then compared with the counter count. The information collected is then used to calibrate the counter data between the visual counts. Calibrations and biosampling (bypass data) is the only time in which other species besides sockeye is observed. As the survey year progresses the calibrations decrease and it is quite feasible to have one (2 hour) calibration done in the month of September when the coho, chum and chinook are travelling through, during this time a greater effort is placed on the Stamp Falls Fishway. This makes it difficult to come up with an escapement estimate for coho, chum and chinook. If the salmon species was observed and recorded in the bypass data, counter calibration data or snorkel survey in the Taylor River then a presence will be entered as the escapement estimate. No record of chum being observed so "None Observed" has been entered as escapement estimate. No SEN created for 2002. Chum estimate for the Somass System = Somass River + Kitsucksus Creek + Cherry Creek + Sproat River + Stamp River, Lower + Stamp River, Upper + Beaver Creek + Deer Creek. A small portion of chum make it through Stamp Falls Fishway, the majority of chum spawn in the Somass Mainstem or Lower Sproat River, a few spawn in the Lower Stamp River. No record of additional surveys to the Somass System this year: | na | nan
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: StAD Enhancement/Biological Activities: Yes Unusual Drought: Yes Flood Impacts: Yes Distribution of Spawning Salmon: Sockeye in the upper reaches, chums spawning in the lower reaches in section 2-1 below the log jam and chinook spawning on the shallows in the lower reaches. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Proportion of coho jacks = 26%. Additional inspections: Nov/2, Nov/7, Nov/19, Dec/3, Jan/5 (15) General Comments on Unusual Conditions: Extremely low water levels throughout September, increasing to normal levels the last week in October and above normal levels for November and December. (20) On Predator Interactions: Twenty-two (22) bears, sixty (60) seals, forty (40) eagles, one (1) blue heron, ducks, and seagulls. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | na | nan
Snorkel survey conducted 2017-09-27. Poor survey coverage, only one survey in 2017. The expanded PL+D was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6716640591621399
Snorkel surveys conducted 2012-09-21; 2012-09-25; 2012-10-03; 2012-10-11; 2012-10-25; & 2012-11-16. A boat survey was conducted 2012-11-02 but excluded from AUC calculation because snorkel and boat surveys are not comparable. The snorkel survey conducted Oct 25th was excluded becase of poor survey conditions. | neutral | 0.8095620274543762
Stream walk surveys conducted 2017-10-19 & 2017-11-14. Poor survey coverage, only two surveys conducted in 2017. Chum observed on both surveys, the expanded PL+D used for the escapement survey. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6747177839279175
Snorkel Surceys conducted Sep 5, 13, 19, 25, Oct 2, 8, 25, Nov 1, 8 | neutral | 0.9050716757774353
Survey dates are Oct.18, Oct.27 and Nov.04, survey method is bank walk. SEN data received as a BC16 report from Thornton Creek Hatchery. Lots of seals and bears. | neutral | 0.929965615272522
Somass system data reviewed between February and May 2006. DFO Stock Assessment Technician Jeff Till unable to provide updated coho escapement and removal number for Stamp Falls Fishway so "Presence" has been entered as the escapement estimate for both adults and jacks. Stamp Falls Fishway - continuous count, from 1988-09-18 to 1988-11-20. Comment on original 1988 BC16 for the Somass System. Monitored regularly by electronic fish counters, video cameras and fishways by division bio staff. Sockeye enhanced by lake fertilization program (PBS) and chinook, coho, and steelhead enhanced by Robertson Creek Hatchery. No fish counted by video camera at Stamp Falls due to flood between Nov. 1st and Nov. 9th. Normal water fluctuations. Salmon distribution: chums in lower reaches. Predation: unknown - poaching. Target escapement for sockeye (low end of optimum - 400k) 1,91,873 for GCL and 228,221 for Sproat. Springs counted by flash board and video camera. Target escapement for chinook is currently 102,000. Optimum escapements to be determined by key indicator streams. All fish through fishway by Nov. 20th. BC16 Report prepared by B. Rushton. | na | nan
Walk survey conducted 2013-10-19 and a snorkel survey was conducted 2013-10-30. Poor survey coverage, no Chinook were observed. | negative | 0.7794203162193298
Stream walks conducted 2017-10-05; 2017-10-10; 2017-10-20; 2017-10-25 & 2017-10-31. Overhanging vegetation, undercut banks, leaf litter and LWD made fish visibility difficult. No chum observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.6606540679931641
Snorkel surveys conducted 2014-10-01; 2014-10-02 & 2015-11-17. The surveys conducted 2014-10-01 & 2014-10-02 are upper and lower rover surveys and have been combined. Along with the snorkel surveys Ditidat Fishery staff and Nitinat River Hatchery crews also did assessment work and the final estimate for coho, chum & chinook was provided by Nitinat River Hatchery. Estimated Spawning: 7,500 adults (River) Removals (broodstock, sold for surplus & morts): 2,562 adults & 180 jacks (Hatchery) + 263 adults & 12 jacks (Lake) = 2,825 adults & 192 jacks. Native Fishery (ESSR & FSC): 109 adults (Lake). | neutral | 0.9310606718063354
Stream walks conducted 2017-10-05; 2017-10-10; 2017-10-20; 2017-10-25 & 2017-10-31. Overhanging vegetation, undercut banks, leaf litter and LWD made fish visibility difficult. The expanded PL+D was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.6788420677185059
Escapement estimates only go back to 1995 but we are missing estimates for 1998, 1999 and 2001. For the four year of estimates we have, no coho have been observed in this creek. | neutral | 0.5091215372085571
Surveys on Sep 20, Oct 4 and 19. No Coho observed. | neutral | 0.938439667224884
Snorkle surveys were conducted on 06/10/2021 and 29/10/2021. Survey conditions and visibility were good. Expanded Peak live plus dead used for Chum | positive | 0.8395469784736633
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (20) Predator Interactions: Bears. | neutral | 0.9538573622703552
Person Preparing Report: Leanne Jones Field Crew: Leanne Jones, Larry Hunt and Terry Hunt Distribution of Spawning Salmon: Throughout Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Expanded Peak - Live + Dead used to calculate escapement estimates. (20) On Predator Interactions: 1 bear and 9 eagles observed. | neutral | 0.9615715742111206
Snorkel surveys and one boat survey were conducted 2015-08-28; 2015-09-04; 2015-09-07; 2015-09-10; 2015-09-14; 2015-09-17; 2015-09-19; 2015-09-21; 28; 2015-10-01; 2015-10-05; 2015-10-07; 2015-10-13; 2015-10-16; 2015-10-19; 2015-10-21; -015-10-26; 2015-10-28; 2015-11-03; & 2015-11-09. The following surveys have been excluded from the AUC calculation: 2015-08-28 was an early survey of the estuary below survey marker 0; 2015-09-19 was a boat survey by Conuma hatchery collecting Chinook broodstock, surveys 2015-09-04; 2015-09-07; 2015-09-10; 2015-09-17; 2015-09-21; 2015-10-01; & 2015-10-13 were excluded due to poor survey conditions and one of the survey crews focusing only on counting Chinooks and looking for tags and surveys 2015-10-19; 2015-10-21; -015-10-26; 2015-10-28; 2015-11-03; & 2015-11-0 were late zero counts. NTC biologist Roger Dunlop and survey crews from the Mowachaht / Muchalaht First Nation were conducting a mark/recapture program to estimate the Chinook abundance, to see how the mark / recapture estimate compares to the AUC estimate. | neutral | 0.8958096504211426
Surveys 2022-10-02 and 2022-12-17, timing was not ideal to catch the sockeye peak, which likely occurred in late Aug or early Sept based on the historical observations. | negative | 0.527214527130127
Field Crew: Peter Tchaplinski - BC Ministry of Forests Continuous Counts (Start Date): 1999/09/01 Continuous Counts (End Date): 1999/11/25 Distribution of Spawning Salmon: Chum spawned below the counting weir Other Comments (May relate to several species): (2) CO Run 1 Reliability: Fence count. (4) Describe basis for estimating total adults CO Run 1: 23 females and 26 males counted through fence. In addition 2 adults and 1 jack were sighted below fence. (4) Describe basis for estimating total adults CM Run 1: Visual count. Peak count of 63. (2) CM Run 1 Reliability: Visual count Earlier SEN record of 100 was revised down to 90 | neutral | 0.9466146230697632
